cardTotal, count, Alpha(true), Alpha(false), 
19, -19, 31.198052149105123, 68.80194785089488, 
19, -18, 39.20714846943341, 60.79285153056659, 
19, -17, 26.245689881727323, 73.75431011827268, 
19, -16, 19.256313157410503, 80.7436868425895, 
19, -15, 11.314991174916088, 88.68500882508391, 
19, -14, 7.615429331076669, 92.38457066892333, 
19, -13, 12.152028587598867, 87.84797141240114, 
19, -12, 7.962655982840175, 92.03734401715982, 
19, -11, 3.8818592449271847, 96.11814075507282, 
19, -10, 0.10218247277532555, 99.89781752722467, 
19, -9, 4.735367829836287, 95.26463217016371, 
19, -8, 0.010235228051627132, 99.98976477194837, 
19, -7, 9.567811734143561E-4, 99.99904321882659, 
19, -6, 0.012118109474542393, 99.98788189052546, 
19, -5, 0.0010343797600711468, 99.99896562023993, 
19, -4, 0.030799719638736178, 99.96920028036126, 
19, -3, 2.4545863452374306E-4, 99.99975454136548, 
19, -2, 2.1884664533899922E-6, 99.99999781153355, 
19, -1, 7.47048727106403E-4, 99.9992529512729, 
19, 0, 0.008104982897620516, 99.99189501710238, 
19, 1, 3.0608179599767027E-6, 99.99999693918204, 
19, 2, 0.17530292778891976, 99.82469707221108, 
19, 3, 9.933496065741565E-4, 99.99900665039343, 
19, 4, 0.0015197657152583588, 99.99848023428474, 
19, 5, 0.006645727866342099, 99.99335427213366, 
19, 6, 0.027002788475471107, 99.97299721152453, 
19, 7, 0.001881768131283934, 99.99811823186872, 
19, 8, 0.001832766407659392, 99.99816723359234, 
19, 9, 7.349641900738149, 92.65035809926185, 
19, 10, 0.2710362639591608, 99.72896373604084, 
19, 11, 0.861175735736424, 99.13882426426358, 
19, 12, 0.4431625778153574, 99.55683742218464, 
19, 13, 22.07458982154546, 77.92541017845454, 
19, 14, 4.016198838086211, 95.98380116191379, 
19, 15, 4.272296255241002, 95.727703744759, 
19, 16, 18.38612328859797, 81.61387671140203, 
19, 17, 53.89557896343595, 46.10442103656405, 
19, 18, 34.775310143798634, 65.22468985620137, 
19, 19, 53.931825632724326, 46.068174367275674, 
19, 20, 50.0, 50.0, 
20, -23, 46.068174367275674, 53.931825632724326, 
20, -22, 46.068174367275674, 53.931825632724326, 
20, -21, 27.726146190648308, 72.27385380935169, 
20, -20, 34.775310143798634, 65.22468985620137, 
20, -19, 18.459378191261067, 81.54062180873893, 
20, -18, 22.54709130253294, 77.45290869746705, 
20, -17, 6.686126742788275, 93.31387325721172, 
20, -16, 0.8703053928566646, 99.12969460714334, 
20, -15, 0.4781066050819476, 99.52189339491805, 
20, -14, 0.27294024876135836, 99.72705975123864, 
20, -13, 0.0873446572260832, 99.91265534277392, 
20, -12, 0.0617586579695768, 99.93824134203042, 
20, -11, 0.15520871832050886, 99.84479128167949, 
20, -10, 0.013357079872960753, 99.98664292012704, 
20, -9, 8.687305644343724E-4, 99.99913126943557, 
20, -8, 0.0013628790973569949, 99.99863712090264, 
20, -7, 0.14471297225340152, 99.8552870277466, 
20, -6, 0.014286142827899084, 99.9857138571721, 
20, -5, 7.775060455230687E-4, 99.99922249395448, 
20, -4, 3.175991736270589E-7, 99.99999968240083, 
20, -3, 4.7567003288406795E-4, 99.99952432996712, 
20, -2, 4.420021340507674E-4, 99.99955799786595, 
20, -1, 0.006315563074053898, 99.99368443692595, 
20, 0, 1.0750841019557811E-4, 99.9998924915898, 
20, 1, 0.0036287307554943027, 99.9963712692445, 
20, 2, 0.0037978894723238454, 99.99620211052768, 
20, 3, 7.256632990788603E-4, 99.99927433670092, 
20, 4, 0.0418742312129865, 99.95812576878701, 
20, 5, 0.03322534678437705, 99.96677465321562, 
20, 6, 0.011668349059959837, 99.98833165094004, 
20, 7, 0.037844562934765236, 99.96215543706523, 
20, 8, 0.017934430853358663, 99.98206556914664, 
20, 9, 0.09429768656825388, 99.90570231343175, 
20, 10, 0.1904532728901387, 99.80954672710986, 
20, 11, 3.33715731963936, 96.66284268036064, 
20, 12, 0.4177309251817576, 99.58226907481824, 
20, 13, 8.449218301925228, 91.55078169807477, 
20, 14, 25.0396266532436, 74.9603733467564, 
20, 15, 19.93967012791048, 80.06032987208951, 
20, 16, 19.706439835591876, 80.29356016440812, 
20, 17, 39.62662316554542, 60.37337683445458, 
20, 18, 42.21657729809864, 57.78342270190136, 
20, 19, 42.21657729809864, 57.78342270190136, 
20, 20, 46.068174367275674, 53.931825632724326, 
20, 22, 46.068174367275674, 53.931825632724326, 
20, 23, 46.068174367275674, 53.931825632724326, 
