#Games played, #games won, 
0, 318, 
1000, 639, 
2000, 947, 
3000, 1303, 
4000, 1634, 
5000, 1981, 
6000, 2342, 
7000, 2687, 
8000, 3065, 
9000, 3415, 
10000, 3792, 
11000, 4166, 
12000, 4523, 
13000, 4913, 
14000, 5280, 
15000, 5666, 
16000, 6031, 
17000, 6438, 
18000, 6828, 
19000, 7189, 
20000, 7536, 
21000, 7913, 
22000, 8305, 
23000, 8715, 
24000, 9107, 
25000, 9507, 
26000, 9861, 
27000, 10265, 
28000, 10641, 
29000, 11013, 
30000, 11410, 
31000, 11797, 
32000, 12192, 
33000, 12604, 
34000, 12992, 
35000, 13374, 
36000, 13771, 
37000, 14165, 
38000, 14580, 
39000, 14983, 
40000, 15380, 
41000, 15766, 
42000, 16168, 
43000, 16546, 
44000, 16960, 
45000, 17341, 
46000, 17745, 
47000, 18143, 
48000, 18573, 
49000, 18977, 
50000, 19371, 
51000, 19752, 
52000, 20149, 
53000, 20532, 
54000, 20949, 
55000, 21355, 
56000, 21757, 
57000, 22155, 
58000, 22589, 
59000, 22980, 
60000, 23384, 
61000, 23786, 
62000, 24192, 
63000, 24611, 
64000, 25055, 
65000, 25437, 
66000, 25845, 
67000, 26242, 
68000, 26638, 
69000, 27025, 
70000, 27469, 
71000, 27886, 
72000, 28307, 
73000, 28718, 
74000, 29110, 
75000, 29513, 
76000, 29915, 
77000, 30288, 
78000, 30675, 
79000, 31088, 
80000, 31485, 
81000, 31882, 
82000, 32301, 
83000, 32714, 
84000, 33097, 
85000, 33496, 
86000, 33916, 
87000, 34313, 
88000, 34720, 
89000, 35126, 
90000, 35542, 
91000, 35985, 
92000, 36393, 
93000, 36802, 
94000, 37196, 
95000, 37615, 
96000, 38030, 
97000, 38420, 
98000, 38830, 
99000, 39245, 
100000, 39657, 
101000, 40061, 
102000, 40453, 
103000, 40872, 
104000, 41287, 
105000, 41689, 
106000, 42115, 
107000, 42540, 
108000, 42919, 
109000, 43322, 
110000, 43724, 
111000, 44145, 
112000, 44550, 
113000, 44943, 
114000, 45353, 
115000, 45751, 
116000, 46144, 
117000, 46532, 
118000, 46952, 
119000, 47355, 
120000, 47770, 
121000, 48196, 
122000, 48574, 
123000, 48965, 
124000, 49376, 
125000, 49778, 
126000, 50161, 
127000, 50545, 
128000, 50954, 
129000, 51373, 
130000, 51772, 
131000, 52214, 
132000, 52637, 
133000, 53057, 
134000, 53453, 
135000, 53844, 
136000, 54256, 
137000, 54641, 
138000, 55058, 
139000, 55458, 
140000, 55839, 
141000, 56221, 
142000, 56621, 
143000, 57053, 
144000, 57446, 
145000, 57847, 
146000, 58247, 
147000, 58653, 
148000, 59087, 
149000, 59486, 
150000, 59875, 
151000, 60282, 
152000, 60668, 
153000, 61099, 
154000, 61500, 
155000, 61912, 
156000, 62346, 
157000, 62759, 
158000, 63166, 
159000, 63565, 
160000, 63971, 
161000, 64389, 
162000, 64788, 
163000, 65209, 
164000, 65612, 
165000, 66015, 
166000, 66431, 
167000, 66827, 
168000, 67248, 
169000, 67627, 
170000, 68023, 
171000, 68450, 
172000, 68866, 
173000, 69271, 
174000, 69661, 
175000, 70048, 
176000, 70483, 
177000, 70880, 
178000, 71296, 
179000, 71681, 
180000, 72074, 
181000, 72499, 
182000, 72917, 
183000, 73344, 
184000, 73759, 
185000, 74187, 
