#Games played, #games won, 
0, 3600, 
10000, 7473, 
20000, 11426, 
30000, 15470, 
40000, 19572, 
50000, 23747, 
60000, 27866, 
70000, 32071, 
80000, 36237, 
90000, 40371, 
100000, 44552, 
110000, 48761, 
120000, 52931, 
130000, 57132, 
140000, 61241, 
150000, 65482, 
160000, 69638, 
170000, 73920, 
180000, 78116, 
190000, 82192, 
200000, 86371, 
210000, 90545, 
220000, 94795, 
230000, 98977, 
240000, 103175, 
250000, 107428, 
260000, 111580, 
270000, 115767, 
280000, 119991, 
290000, 124171, 
300000, 128383, 
310000, 132553, 
320000, 136760, 
330000, 140989, 
340000, 145172, 
350000, 149425, 
360000, 153661, 
370000, 157891, 
380000, 162076, 
390000, 166308, 
400000, 170562, 
410000, 174810, 
420000, 179124, 
430000, 183273, 
440000, 187516, 
450000, 191704, 
460000, 195940, 
470000, 200138, 
480000, 204332, 
490000, 208588, 
500000, 212758, 
510000, 217012, 
520000, 221250, 
530000, 225445, 
540000, 229709, 
550000, 233977, 
560000, 238251, 
570000, 242531, 
580000, 246787, 
590000, 251132, 
600000, 255344, 
610000, 259605, 
620000, 263811, 
630000, 268058, 
640000, 272326, 
650000, 276613, 
660000, 280847, 
670000, 284989, 
680000, 289238, 
690000, 293502, 
700000, 297717, 
710000, 301860, 
720000, 306145, 
730000, 310418, 
740000, 314604, 
750000, 318902, 
760000, 323130, 
770000, 327441, 
780000, 331657, 
790000, 335903, 
800000, 340093, 
810000, 344389, 
820000, 348569, 
830000, 352805, 
840000, 357028, 
850000, 361281, 
860000, 365459, 
870000, 369811, 
880000, 374070, 
890000, 378248, 
900000, 382580, 
910000, 386872, 
920000, 391054, 
930000, 395279, 
940000, 399496, 
950000, 403704, 
960000, 407891, 
970000, 412068, 
980000, 416316, 
990000, 420543, 
100, 1000000
